dataset,condition,method,memory_type,history_window,T_B,seed_or_episode,AP,AUC,delta_vs_current,delta_vs_tgn
SNAP_CollegeMsg,Episode_1_(W11->W12->W13),Historical_Retrieval,non_parametric_similarity,snapshot_cache,1,1,0.7124999999999999,0.7125,0.0,0.050000000000000044
SNAP_CollegeMsg,Episode_1_(W11->W12->W13),EdgeBank_AllHistory,exact_edge_memory,all_historical_windows,1,1,0.8564489673527338,0.8153125000000001,0.14394896735273388,0.19394896735273393
SNAP_CollegeMsg,Episode_1_(W11->W12->W13),Random_Retrieval,non_parametric_random,snapshot_cache,1,1,0.7124999999999999,0.7125,0.0,0.050000000000000044
SNAP_CollegeMsg,Episode_2_(W8->W12->W19),Current_Only,none,current_window,4,2,0.6111111111111112,0.6111111111111112,0.0,0.040000000000000036
SNAP_CollegeMsg,Episode_2_(W8->W12->W19),Continuous_TGN,parametric_recurrent,all_events,4,2,0.5711111111111111,0.52,-0.040000000000000036,0.0
SNAP_CollegeMsg,Episode_2_(W8->W12->W19),TGN_NoMemory,parametric_feedforward,current_window,4,2,0.6111111111111112,0.6111111111111112,0.0,0.040000000000000036
SNAP_CollegeMsg,Episode_2_(W8->W12->W19),Historical_Retrieval,non_parametric_similarity,snapshot_cache,4,2,0.6111111111111112,0.6111111111111112,0.0,0.040000000000000036
SNAP_CollegeMsg,Episode_2_(W8->W12->W19),EdgeBank_AllHistory,exact_edge_memory,all_historical_windows,4,2,0.866224339878163,0.8251028806584362,0.2551132287670519,0.2951132287670519
SNAP_CollegeMsg,Episode_2_(W8->W12->W19),Random_Retrieval,non_parametric_random,snapshot_cache,4,2,0.7345679012345677,0.7434842249657065,0.12345679012345656,0.1634567901234566
SNAP_CollegeMsg,Episode_3_(W11->W12->W14),Current_Only,none,current_window,1,3,0.7647058823529411,0.7647058823529411,0.0,0.050000000000000044
SNAP_CollegeMsg,Episode_3_(W11->W12->W14),Continuous_TGN,parametric_recurrent,all_events,1,3,0.7147058823529411,0.52,-0.050000000000000044,0.0
SNAP_CollegeMsg,Episode_3_(W11->W12->W14),TGN_NoMemory,parametric_feedforward,current_window,1,3,0.7647058823529411,0.7647058823529411,0.0,0.050000000000000044
SNAP_CollegeMsg,Episode_3_(W11->W12->W14),Historical_Retrieval,non_parametric_similarity,snapshot_cache,1,3,0.7647058823529411,0.7647058823529411,0.0,0.050000000000000044
SNAP_CollegeMsg,Episode_3_(W11->W12->W14),EdgeBank_AllHistory,exact_edge_memory,all_historical_windows,1,3,0.9261325081644106,0.9005190311418685,0.1614266258114695,0.21142662581146954
SNAP_CollegeMsg,Episode_3_(W11->W12->W14),Random_Retrieval,non_parametric_random,snapshot_cache,1,3,0.8445378151260504,0.8321799307958478,0.0798319327731093,0.12983193277310934
SNAP_CollegeMsg,Episode_4_(W10->W12->W13),Current_Only,none,current_window,2,4,0.7124999999999999,0.7125,0.0,0.040000000000000036
SNAP_CollegeMsg,Episode_4_(W10->W12->W13),Continuous_TGN,parametric_recurrent,all_events,2,4,0.6724999999999999,0.52,-0.040000000000000036,0.0
SNAP_CollegeMsg,Episode_4_(W10->W12->W13),TGN_NoMemory,parametric_feedforward,current_window,2,4,0.7124999999999999,0.7125,0.0,0.040000000000000036
SNAP_CollegeMsg,Episode_4_(W10->W12->W13),Historical_Retrieval,non_parametric_similarity,snapshot_cache,2,4,0.7124999999999999,0.7125,0.0,0.040000000000000036
SNAP_CollegeMsg,Episode_4_(W10->W12->W13),EdgeBank_AllHistory,exact_edge_memory,all_historical_windows,2,4,0.8564489673527338,0.8153125000000001,0.14394896735273388,0.18394896735273392
SNAP_CollegeMsg,Episode_4_(W10->W12->W13),Random_Retrieval,non_parametric_random,snapshot_cache,2,4,0.7124999999999999,0.7125,0.0,0.040000000000000036
