condition,seed,edge_jaccard_overlap,method,AP,delta_vs_current,delta_vs_edgebank
Condition_A_Exact_Recurrence,47,0.7763287797038227,Historical_Retrieval,0.8512859742574423,-0.04710512894325514,-0.03223109096432164
Condition_A_Exact_Recurrence,47,0.7763287797038227,Random_Retrieval,0.850122380905206,-0.048268722295491506,-0.03339468431655801
Condition_A_Exact_Recurrence,47,0.7763287797038227,Historical_Oracle,0.9105671534229691,0.01217605022227164,0.027050088201205136
Condition_A_Exact_Recurrence,48,0.7730057127125061,Current_Only,0.8978415729617645,0.0,0.014024168421828409
Condition_A_Exact_Recurrence,48,0.7730057127125061,Continuous_TGN,0.5997417113559302,-0.29809986160583424,-0.28407569318400583
Condition_A_Exact_Recurrence,48,0.7730057127125061,EdgeBank_AllHistory,0.888501972824003,-0.009339600137761472,0.004684568284066937
Condition_A_Exact_Recurrence,48,0.7730057127125061,EdgeBank_Bounded,0.8838174045399361,-0.014024168421828409,0.0
Condition_A_Exact_Recurrence,48,0.7730057127125061,Historical_Retrieval,0.8489513402503401,-0.04889023271142434,-0.03486606428959593
Condition_A_Exact_Recurrence,48,0.7730057127125061,Random_Retrieval,0.8490013827559101,-0.048840190205854395,-0.034816021784025986
Condition_A_Exact_Recurrence,48,0.7730057127125061,Historical_Oracle,0.9097491968621567,0.011907623900392239,0.025931792322220648
Condition_A_Exact_Recurrence,49,0.7694850662320072,Current_Only,0.8993695575955472,0.0,0.015383163239784059
Condition_A_Exact_Recurrence,49,0.7694850662320072,Continuous_TGN,0.5061983953935636,-0.39317116220198356,-0.3777879989621995
Condition_A_Exact_Recurrence,49,0.7694850662320072,EdgeBank_AllHistory,0.8886495463895596,-0.010720011205987534,0.004663152033796525
Condition_A_Exact_Recurrence,49,0.7694850662320072,EdgeBank_Bounded,0.8839863943557631,-0.015383163239784059,0.0
Condition_A_Exact_Recurrence,49,0.7694850662320072,Historical_Retrieval,0.8515973286299694,-0.04777222896557776,-0.0323890657257937
Condition_A_Exact_Recurrence,49,0.7694850662320072,Random_Retrieval,0.8505882046851423,-0.04878135291040486,-0.033398189670620804
Condition_A_Exact_Recurrence,49,0.7694850662320072,Historical_Oracle,0.9104112253003093,0.011041667704762115,0.026424830944546174
Condition_A_Exact_Recurrence,50,0.7706253585771659,Current_Only,0.8987208995667505,0.0,0.016030094828916597
Condition_A_Exact_Recurrence,50,0.7706253585771659,Continuous_TGN,0.5949928653645384,-0.30372803420221206,-0.28769793937329546
Condition_A_Exact_Recurrence,50,0.7706253585771659,EdgeBank_AllHistory,0.8886458804502058,-0.010075019116544737,0.00595507571237186
Condition_A_Exact_Recurrence,50,0.7706253585771659,EdgeBank_Bounded,0.8826908047378339,-0.016030094828916597,0.0
Condition_A_Exact_Recurrence,50,0.7706253585771659,Historical_Retrieval,0.8485666366478869,-0.0501542629188636,-0.034124168089947005
Condition_A_Exact_Recurrence,50,0.7706253585771659,Random_Retrieval,0.849048876681663,-0.04967202288508754,-0.033641928056170944
Condition_A_Exact_Recurrence,50,0.7706253585771659,Historical_Oracle,0.910151672450433,0.01143077288368255,0.027460867712599146
Condition_A_Exact_Recurrence,51,0.7722163600495481,Current_Only,0.8997217835036537,0.0,0.015177671248584046
Condition_A_Exact_Recurrence,51,0.7722163600495481,Continuous_TGN,0.5262730116245338,-0.37344877187911996,-0.3582711006305359
Condition_A_Exact_Recurrence,51,0.7722163600495481,EdgeBank_AllHistory,0.889972634142016,-0.009749149361637732,0.005428521886946314
Condition_A_Exact_Recurrence,51,0.7722163600495481,EdgeBank_Bounded,0.8845441122550697,-0.015177671248584046,0.0
Condition_A_Exact_Recurrence,51,0.7722163600495481,Historical_Retrieval,0.8544157579120744,-0.04530602559157937,-0.030128354342995323
Condition_A_Exact_Recurrence,51,0.7722163600495481,Random_Retrieval,0.850756067953867,-0.04896571554978668,-0.033788044301202635
Condition_A_Exact_Recurrence,51,0.7722163600495481,Historical_Oracle,0.9112583069422405,0.011536523438586799,0.026714194687170845
Condition_B_Structural_Recurrence,42,0.9894755618979665,Current_Only,0.6247950363754509,0.0,0.03997683145356601
Condition_B_Structural_Recurrence,42,0.9894755618979665,Continuous_TGN,0.6098334799513391,-0.014961556424111788,0.02501527502945422
Condition_B_Structural_Recurrence,42,0.9894755618979665,EdgeBank_AllHistory,0.5836940988827022,-0.04110093749274868,-0.0011241060391826707
Condition_B_Structural_Recurrence,42,0.9894755618979665,EdgeBank_Bounded,0.5848182049218849,-0.03997683145356601,0.0
Condition_B_Structural_Recurrence,42,0.9894755618979665,Historical_Retrieval,0.6214933405222557,-0.0033016958531951746,0.036675135600370834
Condition_B_Structural_Recurrence,42,0.9894755618979665,Random_Retrieval,0.6214416983380325,-0.0033533380374183297,0.03662349341614768
Condition_B_Structural_Recurrence,42,0.9894755618979665,Historical_Oracle,0.6629839827224906,0.03818894634703973,0.07816577780060574
Condition_B_Structural_Recurrence,43,0.9894753272236716,Current_Only,0.6243286391727497,0.0,0.03958212412688744
Condition_B_Structural_Recurrence,43,0.9894753272236716,Continuous_TGN,0.5036915859012351,-0.12063705327151464,-0.0810549291446272
Condition_B_Structural_Recurrence,43,0.9894753272236716,EdgeBank_AllHistory,0.5834783171242892,-0.04085032204846051,-0.0012681979215730665
Condition_B_Structural_Recurrence,43,0.9894753272236716,EdgeBank_Bounded,0.5847465150458623,-0.03958212412688744,0.0
Condition_B_Structural_Recurrence,43,0.9894753272236716,Historical_Retrieval,0.6256175757956857,0.0012889366229359434,0.040871060749823385
Condition_B_Structural_Recurrence,43,0.9894753272236716,Random_Retrieval,0.6213893121563571,-0.0029393270163926566,0.036642797110494785
Condition_B_Structural_Recurrence,43,0.9894753272236716,Historical_Oracle,0.662572353161802,0.03824371398905224,0.07782583811593968
Condition_B_Structural_Recurrence,44,0.9890739625838963,Current_Only,0.6237712356555037,0.0,0.03951598230703646
Condition_B_Structural_Recurrence,44,0.9890739625838963,Continuous_TGN,0.5022883697990763,-0.12148286585642742,-0.08196688354939097
Condition_B_Structural_Recurrence,44,0.9890739625838963,EdgeBank_AllHistory,0.5831482771131553,-0.04062295854234843,-0.0011069762353119739
Condition_B_Structural_Recurrence,44,0.9890739625838963,EdgeBank_Bounded,0.5842552533484673,-0.03951598230703646,0.0
Condition_B_Structural_Recurrence,44,0.9890739625838963,Historical_Retrieval,0.6212059449307737,-0.002565290724729996,0.03695069158230646
Condition_B_Structural_Recurrence,44,0.9890739625838963,Random_Retrieval,0.620602235676313,-0.003168999979190734,0.03634698232784572
